Periodo,IAI,TDU,M,CONF_MAN,IPC,TC,TIIE_28,SP_500,IPI_EUA,ANTAD,PROD_VEH, OCUP_HOT ,GASOLINAS,IMSS,REMESAS,M4,X,PEDIDOS_MANU,IGAE,IMEF,INPC,PRECIO,U_US,TOTAL_NONFARM,TOTAL_CONSTR,TOTAL_MANUF,TOTAL_SERV,MANUF_USA
2021/10,98.17208464,4.941375499,43379.10241,39.40179335,51309.84,20.47244194,4.975090476,4605.38,101.3602,196.1964061,271484,54.17,735.6138048,20767587,4822.0725,14886.45386,41548.8113,52.41156367,107.9,52.36214058,115.561,76.503,4.5,148559,7514,12496,105944,100.2511
2021/11,98.46801486,4.851916813,44611.70415,39.50939813,49698.72,20.78256,5.125545,4567,101.961,233.219619,269950,66.08,739.0261471,20933050,4661.5952,15128.75712,44879.36333,52.61301313,108.8,50.71513531,116.884,73.04176471,4.2,149173,7560,12540,106463,100.8291
2021/12,99.31579632,4.906710606,46217.86982,40.25542931,53272.44,20.9853,5.442573913,4766.18,101.7587,266.2683751,249461,69.31,780.6285827,20620148,4752.2797,15300.18302,44660.93909,52.42716926,109.8,52.29136687,117.308,66.54105263,3.9,149742,7594,12584,106929,100.7976
2022/01,99.9482281,4.796022632,44710.44758,38.92874488,51330.85,20.48353548,5.723766667,4515.55,102.146,200.4941313,288537,60.24,686.5809014,20762419,3918.163,15172.20935,41977.82459,51.22864976,110.0,49.14129443,118.002,77.75473684,4,150106,7590,12617,107246,100.4851
2022/02,99.80023889,5.162070768,48926.5961,44.4044014,53400.61,20.48437143,6.022657895,4373.94,102.8987,171.3328507,283604,66.66,673.1726527,20941286,3911.325,15289.22737,48455.48019,52.76081573,110.0,51.63851306,118.981,86.901875,3.8,151010,7669,12654,108022,101.7173
2022/03,100.2050126,4.322229299,49421.30235,40.77359291,56536.68,20.60089355,6.334718182,4530.41,103.5717,195.6005039,322016,73.06,751.4662131,21005852,4692.4805,15340.31076,47612.40671,53.58363256,110.5,53.71931318,120.159,104.4204762,3.6,151424,7692,12716,108354,102.4339
2022/04,100.5825267,4.012588749,51854.48292,41.58823723,51417.97,20.04451667,6.731826316,4131.93,104.2709,213.2525468,266905,74.42,810.7377364,21011342,4707.8154,15402.53501,47964.70699,53.20762896,111.6,52.79358776,120.809,98.73526316,3.6,151678,7698,12768,108513,102.9031
2022/05,100.8612085,4.191133408,51878.81011,43.14193461,51752.53,20.1133129,7.013790909,4132.15,104.1646,217.2846808,288923,71.02,808.1662912,21008487,5141.9322,15519.23238,48577.92592,53.44359342,111.7,51.99006851,121.022,106.3229412,3.6,152042,7736,12789,108795,102.4763
2022/06,100.7939953,4.275527875,54833.99045,43.16432973,47524.45,19.96649667,7.421636364,3785.38,103.9464,191.6892052,302693,70.88,823.4782609,21068708,5143.9562,15479.20516,49058.72644,51.93220692,111.4,51.65100105,122.044,110.0280952,3.6,152412,7749,12819,109127,101.7132
2022/07,101.3370969,4.099066261,52806.80273,41.1186142,48144.33,20.53080968,8.037290476,4130.29,104.4824,218.7335703,276322,73.4,812.9677419,21079434,5301.4216,15768.02257,48771.50461,51.81067724,111.9,51.95332433,122.948,95.64,3.5,152980,7773,12860,109549,102.1307
2022/08,101.4552794,4.046284682,51724.56595,41.01910674,44919.22,20.12612903,8.498047826,3955,104.4696,207.6552566,337012,68.3,818.2903226,21236866,5123.8128,15703.56573,48967.63396,51.75304196,112.3,51.95300782,123.803,87.31863636,3.7,153332,7781,12891,109818,102.3092
2022/09,101.0892939,3.916194139,51340.07273,40.12484814,44626.8,20.06400667,8.891095238,3585.62,104.8292,209.9195571,292224,60.48,802.4,21409358,5036.8212,15728.66384,51460.20114,51.4770191,113.1,51.10196228,124.571,80.074,3.5,153682,7797,12917,110118,102.5138
2022/10,101.5506782,4.134128812,50139.4726,40.1255621,49922.3,20.02421935,9.562538095,3871.98,104.7972,220.5247605,295787,68.66,759.0645161,21617326,5359.8466,15757.09475,48990.1488,52.12780685,113.0,51.55992371,125.276,81.22210526,3.7,154006,7814,12954,110360,102.8422
2022/11,101.705585,3.822122623,47982.23048,39.57694096,51684.86,19.49753333,9.998965,4080.11,104.1863,253.2765062,296316,75.73,798.1,21718601,4801.0523,16043.92715,48155.35714,52.34886932,112.5,53.3317148,125.997,78.07823529,3.6,154296,7833,12968,110547,101.7142
2022/12,102.3890239,3.92449772,49289.37062,38.78032585,48463.86,19.56903226,10.52537619,3839.5,103.4332,288.3686502,258747,76.13,825.4516129,21372896,5358.8038,16448.09663,47461.60588,51.64339622,113.1,53.15370997,126.478,65.904,3.5,154556,7859,12980,110773,100.3869
